,Hospital,City,State,ZIP Code,Score,Score URL
591,Franciscan St. Margaret Health - Hammond Campus,Hammond,IN,46320-1999,28.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
592,Franciscan St. Anthony Health - Michigan City,Michigan City,IN,46360-4358,24.0,/best-hospitals/area/co/national-jewish-health-6840315/pulmonol
593,Terre Haute Regional Hospital,Terre Haute,IN,47802-5709,16.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
594,University of Iowa Hospitals and Clinics,Iowa City,IA,52242-1009,76.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing="""
595,St. Luke's Hospital (Cedar Rapids),Cedar Rapids,IA,52402-3026,70.2,/best-hospitals/area/co/national-jewish-health-6840315/pulmon
596,Mercy Medical Center - Dubuque,Dubuque,IA,52001-7360,61.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
597,Mercy Hospital of Iowa City,Iowa City,IA,52245-2689,58.7,/best-hospitals/area/co/national-jewish-health-6840315/pul
598,Mary Greeley Medical Center,Ames,IA,50010-5745,56.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
599,Iowa Methodist Medical Center,Des Moines,IA,50309-1406,55.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
600,Mercy Medical Center - Cedar Rapids,Cedar Rapids,IA,52403-1292,55.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolo
601,The Finley Hospital,Dubuque,IA,52001-6393,54.7,/best-hospitals/area/co/national-jewish-health-6840315/pulm
602,Mercy Medical Center - North Iowa,Mason City,IA,50401-2800,54.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
603,Mercy Medical Center (Des Moines),Des Moines,IA,50314-2611,54.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
604,UnityPoint Health-Waterloo,Waterloo,IA,50703-1916,53.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
605,Iowa Lutheran Hospital,Des Moines,IA,50316-2392,53.2,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
606,Great River Medical Center,West Burlington,IA,52655-1681,52.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
607,Genesis Medical Center,Davenport,IA,52803-2498,51.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
608,UnityPoint Health-St. Lukes's Sioux City,Sioux City,IA,51104-3734,46.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
609,Mercy Medical Center - Sioux City,Sioux City,IA,51101-1326,46.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
610,Mercy Medical Center-Clinton,Clinton,IA,52732-2940,43.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
611,Covenant Medical Center (Waterloo),Waterloo,IA,50702-5401,41.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
612,Jennie Edmundson Hospital,Council Bluffs,IA,51503-4652,35.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spac"
613,University of Kansas Hospital,Kansas City,KS,66160-7200,71.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
614,Stormont-Vail Regional Health Center,Topeka,KS,66604-1353,69.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
615,Shawnee Mission Medical Center,Shawnee Mission,KS,66204-4004,64.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
616,Providence Medical Center (Kansas City),Kansas City,KS,66112-1689,57.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
617,Wesley Medical Center,Wichita,KS,67214-4976,54.0,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
618,Salina Regional Health Center,Salina,KS,67401-4198,52.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
619,Lawrence Memorial Hospital,Lawrence,KS,66044-1360,51.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
620,Via Christi Hospital,Mulvane,KS,67110,50.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spac"
621,Menorah Medical Center,Overland Park,KS,66209-3722,47.5,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
622,Overland Park Regional Medical Center,Overland Park,KS,66215-2306,45.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacin"
623,University of Kansas Health System St. Francis Campus,Topeka,KS,66606-1690,44.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
624,Olathe Medical Center,Olathe,KS,66061-5350,39.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
625,Hutchinson Regional Medical Center,Hutchinson,KS,67502-1191,37.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
626,UK HealthCare,Lexington,KY,40536-0293,60.2,"racking-id=""scorecard-specialty-click"" href=""/best-hospitals/area/co/national-jew"
627,Baptist Health Lexington,Lexington,KY,40503-1499,59.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
628,Baptist Health Louisville,Louisville,KY,40207-4676,58.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
629,St. Elizabeth,Edgewood,KY,41017-3403,56.9,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
630,Saint Joseph Hospital (Lexington),Lexington,KY,40504-3754,55.6,/best-hospitals/area/co/national-jewish-health-6840315/pulmono
631,Pikeville Medical Center,Pikeville,KY,41501-1689,54.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
632,Saint Joseph East,Lexington,KY,40509-1805,54.5,/best-hospitals/area/co/national-jewish-health-6840315/pul
633,St. Joseph Hospital-London,London,KY,40741-8345,54.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmonol
634,St. Elizabeth Florence,Florence,KY,41042-4824,53.7,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
635,Hardin Memorial Health (Elizabethtown),Elizabethtown,KY,42701-2503,53.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
636,Norton Healthcare,Louisville,KY,40202-1800,53.4,/best-hospitals/area/co/national-jewish-health-6840315/pulm
637,T. J. Samson Community Hospital,Glasgow,KY,42141-3483,51.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
638,St. Elizabeth Fort Thomas,Fort Thomas,KY,41075-1796,48.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
639,St. Claire Regional Medical Center,Morehead,KY,40351-1179,47.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
640,Jewish Hospital,Louisville,KY,40202-1886,46.5,/best-hospitals/area/co/national-jewish-health-6840315/pulm
641,Owensboro Health,Owensboro,KY,42303,46.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
642,Hazard ARH Regional Medical Center,Hazard,KY,41701-9421,45.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
643,Our Lady of Bellefonte Hospital,Ashland,KY,41101,44.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
644,Ephraim McDowell Regional Medical Center,Danville,KY,40422-1823,44.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing="""
645,Tug Valley ARH Regional Medical Center,South Williamson,KY,41503-4072,43.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
646,Baptist Health Corbin,Corbin,KY,40701-8420,42.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
647,Lourdes Hospital - Paducah,Paducah,KY,42003-7900,41.4,/best-hospitals/area/co/national-jewish-health-6840315/pulmo
648,The Medical Center (Bowling Green),Bowling Green,KY,42101-1795,41.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
649,Jackson Purchase Medical Center,Mayfield,KY,42066-1159,41.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
650,Baptist Health Paducah,Paducah,KY,42003-3200,40.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
651,Lake Cumberland Regional Hospital,Somerset,KY,42503-2750,32.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
652,Baptist Health Madisonville,Madisonville,KY,42431-1694,30.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
653,Baptist Health Richmond,Richmond,KY,40475-2405,30.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacin"
654,King's Daughters Medical Center (Ashland),Ashland,KY,41101-2874,28.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
655,Highlands ARH Regional Medical Center,Prestonsburg,KY,41653-1273,24.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
656,Our Lady of the Lake Regional Medical Center,Baton Rouge,LA,70808-4375,63.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing="""
657,St. Tammany Parish Hospital,Covington,LA,70433-2330,58.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
658,East Jefferson General Hospital,Metairie,LA,70006-2996,56.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
659,Baton Rouge General Medical Center,Baton Rouge,LA,70809-3679,52.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
660,Willis-Knighton Medical Center,Shreveport,LA,71103-3908,51.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
661,Slidell Memorial Hospital,Slidell,LA,70458-2987,50.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
662,Lafayette General Medical Center,Lafayette,LA,70503-2696,50.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
663,Ochsner Medical Center,Baton Rouge,LA,70816-3224,50.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
664,Tulane Medical Center,New Orleans,LA,70112-2600,49.8,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
665,Lake Charles Memorial Hospital,Lake Charles,LA,70601-8911,49.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
666,Ochsner Medical Center - North Shore,Slidell,LA,70461-5520,49.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
667,CHRISTUS St. Frances Cabrini Hospital,Alexandria,LA,71301-3899,48.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spaci"
668,Glenwood Regional Medical Center,West Monroe,LA,71291-5327,48.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
669,Our Lady of Lourdes Regional Medical Center,Lafayette,LA,70508-6917,48.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spac"
670,Rapides Regional Medical Center,Alexandria,LA,71301-8421,47.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
671,CHRISTUS St. Patrick Hosptial,Lake Charles,LA,70601-5799,46.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
672,Ochsner Medical Center - Kenner,Kenner,LA,70065-6001,46.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
673,St. Francis Medical Center (Monroe),Monroe,LA,71201-7407,45.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
674,North Oaks Medical Center,Hammond,LA,70403-1436,44.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
675,University Health Shreveport,Shreveport,LA,71105-6800,43.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
676,Touro Infirmary,New Orleans,LA,70115-3593,41.4,/best-hospitals/area/co/national-jewish-health-6840315/pulm
677,Terrebonne General Medical Center,Houma,LA,70360-3498,40.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
678,West Jefferson Medical Center,Marrero,LA,70072-3191,39.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
679,Thibodaux Regional Medical Center,Thibodaux,LA,70301-4847,35.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
680,Opelousas General Health System,Opelousas,LA,70570-6499,24.9,/best-hospitals/area/co/national-jewish-health-6840315/pulmon
681,Maine Medical Center,Portland,ME,04102-3175,66.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolo
682,MaineGeneral Medical Center,Augusta,ME,04330,56.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
683,Central Maine Medical Center,Lewiston,ME,04240-7027,56.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
684,Eastern Maine Medical Center,Bangor,ME,04401-6674,52.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
685,Mid Coast Hospital,Brunswick,ME,04011-2652,50.2,/best-hospitals/area/co/national-jewish-health-6840315/pulmono
686,Johns Hopkins Hospital,Baltimore,MD,21287-2182,81.8,"racking-id=""scorecard-specialty-click"" href=""/best-hos"
687,University of Maryland Medical Center,Baltimore,MD,21201-1595,64.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacin"
688,MedStar Harbor Hospital,Baltimore,MD,21225-1290,60.3,/best-hospitals/area/co/national-jewish-health-6840315/pulm
689,Suburban Hospital,Bethesda,MD,20814-1497,57.9,/best-hospitals/area/co/national-jewish-health-6840315/pulmon
690,CalvertHealth Medical Center,Prince Frederick,MD,20678-4017,57.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
691,MedStar Franklin Square Medical Center,Baltimore,MD,21237-3901,56.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing"
692,Greater Baltimore Medical Center,Baltimore,MD,21204-6892,56.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
693,Montgomery General Hospital,Olney,MD,20832-1512,55.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
694,Howard County General Hospital,Columbia,MD,21044-2999,54.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
695,Peninsula Regional Medical Center,Salisbury,MD,21801-5422,54.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
696,University of Maryland St. Joseph Medical Center,Towson,MD,21204-7582,53.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
697,Meritus Medical Center,Hagerstown,MD,21742-6710,51.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
698,Shady Grove Adventist Hospital,Rockville,MD,20850-3395,50.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
699,Union Memorial Hospital,Baltimore,MD,21218-2895,50.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
700,Johns Hopkins Bayview Medical Center,Baltimore,MD,21224-2780,50.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spaci"
701,Good Samaritan Hospital (Baltimore),Baltimore,MD,21239-2995,49.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
702,Sinai Hospital of Baltimore,Baltimore,MD,21215-5271,49.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
703,Holy Cross Hospital (Silver Spring),Silver Spring,MD,20910-1487,47.9,/best-hospitals/area/co/national-jewish-health-6840315/pulmonol
704,Doctors Community Hospital,Lanham,MD,20706-3574,46.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
705,Western Maryland Regional Medical Center,Cumberland,MD,21502-6393,45.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing="""
706,Upper Chesapeake Medical Center,Bel Air,MD,21014-4324,45.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
707,St. Agnes Hospital (Baltimore),Baltimore,MD,21229-5201,44.8,/best-hospitals/area/co/national-jewish-health-6840315/pulmon
708,Anne Arundel Medical Center,Annapolis,MD,21401-3019,43.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
709,Baltimore Washington Medical Center,Glen Burnie,MD,21061-5899,42.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spac"
710,MedStar St. Mary's Hospital,Leonardtown,MD,20650-2015,42.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
711,University of Maryland Capital Region Health Prince George's Hospital Center,Cheverly,MD,20785-1189,42.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
712,MedStar Southern Maryland Hospital Center,Clinton,MD,20735-3358,38.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing=""0"
713,Carroll Hospital Center,Westminster,MD,21157-5799,36.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
714,Union Hospital-Elkton,Elkton,MD,21921-5596,36.0,/best-hospitals/area/co/national-jewish-health-6840315/pul
715,Frederick Memorial Hospital,Frederick,MD,21701-4593,27.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
716,Washington Adventist Hospital,Takoma Park,MD,20912-6392,23.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
717,Northwest Hospital,Randallstown,MD,21133-5185,20.2,/best-hospitals/area/co/national-jewish-health-6840315/pulmono
718,Massachusetts General Hospital,Boston,MA,02114-2696,85.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
